"Year","Section ID","Section","HS2 ID","HS2","HS4 ID","HS4","Trade Value"
2018,11,"Textiles",1150,"Silk",115006,"Retail Silk Yarn",96850
2018,11,"Textiles",1150,"Silk",115007,"Silk Fabrics",3723067.5758430297
2018,11,"Textiles",1151,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",115101,"Wool",9789
2018,11,"Textiles",1151,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",115105,"Prepared Wool or Animal Hair",41398.99999999999
2018,11,"Textiles",1151,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",115106,"Non-Retail Carded Wool Yarn",5728261.70214087
2018,11,"Textiles",1151,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",115107,"Non-Retail Combed Wool Yarn",547748.433567475
2018,11,"Textiles",1151,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",115108,"Non-Retail Animal Hair Yarn",371666.755902864
2018,11,"Textiles",1151,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",115109,"Retail Wool or Animal Hair Yarn",101902.3212890345
2018,11,"Textiles",1151,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",115110,"Horsehair Yarn",42398.99999999999
2018,11,"Textiles",1151,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",115111,"Carded Wool or Animal Hair Fabric",12591391.645164615
2018,11,"Textiles",1151,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",115112,"Combed Wool or Animal Hair Fabric",12083683.533150293
2018,11,"Textiles",1151,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",115113,"Horsehair Fabric",7257.999999999999
2018,11,"Textiles",1152,"Cotton",115203,"Prepared Cotton",73923
2018,11,"Textiles",1152,"Cotton",115204,"Cotton Sewing Thread",104628.4885352897
2018,11,"Textiles",1152,"Cotton",115205,"Non-Retail Pure Cotton Yarn",35775322.78859825
2018,11,"Textiles",1152,"Cotton",115206,"Non-Retail Mixed Cotton Yarn",1346775.9256931997
2018,11,"Textiles",1152,"Cotton",115207,"Retail Cotton Yarn",145805.7958120626
2018,11,"Textiles",1152,"Cotton",115208,"Light Pure Woven Cotton",9164669.274923073
2018,11,"Textiles",1152,"Cotton",115209,"Heavy Pure Woven Cotton",4143054.114122714
2018,11,"Textiles",1152,"Cotton",115210,"Light Mixed Woven Cotton",13828533.00517186
2018,11,"Textiles",1152,"Cotton",115211,"Heavy Mixed Woven Cotton",2684434.4435869907
2018,11,"Textiles",1152,"Cotton",115212,"Other Cotton Fabrics",5762009.44811644
2018,11,"Textiles",1153,"Vegetable textile fibres; paper yarn and woven fabrics of paper yarn",115302,"Hemp Fibers",26915.580303537412
2018,11,"Textiles",1153,"Vegetable textile fibres; paper yarn and woven fabrics of paper yarn",115306,"Flax Yarn",152712.610871279
2018,11,"Textiles",1153,"Vegetable textile fibres; paper yarn and woven fabrics of paper yarn",115308,"Other Vegetable Fibers Yarn",71425.10439997521
2018,11,"Textiles",1153,"Vegetable textile fibres; paper yarn and woven fabrics of paper yarn",115309,"Flax Woven Fabric",2105668.5066627013
2018,11,"Textiles",1153,"Vegetable textile fibres; paper yarn and woven fabrics of paper yarn",115310,"Jute Woven Fabric",46715.86686585007
2018,11,"Textiles",1153,"Vegetable textile fibres; paper yarn and woven fabrics of paper yarn",115311,"Other Vegetable Fibers Fabric",166376.720609413
2018,11,"Textiles",1154,"Man-made filaments",115401,"Artificial Filament Sewing Thread",3249970.130590537
2018,11,"Textiles",1154,"Man-made filaments",115402,"Non-Retail Synthetic Filament Yarn",147522633.2047837
2018,11,"Textiles",1154,"Man-made filaments",115403,"Non-Retail Artificial Filament Yarn",480578.6382038695
2018,11,"Textiles",1154,"Man-made filaments",115404,"Synthetic Monofilament",17963556.668326203
2018,11,"Textiles",1154,"Man-made filaments",115405,"Artificial Monofilament",25986
2018,11,"Textiles",1154,"Man-made filaments",115406,"Retail Artificial Filament Yarn",10645.9782908799
2018,11,"Textiles",1154,"Man-made filaments",115407,"Synthetic Filament Yarn Woven Fabric",230033742.73303202
2018,11,"Textiles",1154,"Man-made filaments",115408,"Artificial Filament Yarn Woven Fabric",15948570.413226165
2018,11,"Textiles",1155,"Man-made staple fibres",115501,"Synthetic Filament Tow",26575070.553427927
2018,11,"Textiles",1155,"Man-made staple fibres",115502,"Artificial Filament Tow",1298001.40491754
2018,11,"Textiles",1155,"Man-made staple fibres",115503,"Unprocessed Synthetic Staple Fibers",211454540.4495922
2018,11,"Textiles",1155,"Man-made staple fibres",115504,"Unprocessed Artificial Staple Fibers",248203.26274808176
2018,11,"Textiles",1155,"Man-made staple fibres",115505,"Artificial Fibers Waste",194521
2018,11,"Textiles",1155,"Man-made staple fibres",115506,"Processed Synthetic Staple Fibers",637520.011729674
2018,11,"Textiles",1155,"Man-made staple fibres",115507,"Processed Artificial Staple Fibers",1530
2018,11,"Textiles",1155,"Man-made staple fibres",115508,"Non-Retail Artificial Staple Fibers Sewing Thread",612896.3846353776
2018,11,"Textiles",1155,"Man-made staple fibres",115509,"Non-Retail Synthetic Staple Fibers Yarn",2666020.656046582
2018,11,"Textiles",1155,"Man-made staple fibres",115510,"Non-Retail Artificial Staple Fibers Yarn",1182802.4746897335
2018,11,"Textiles",1155,"Man-made staple fibres",115511,"Retail Artificial Staple Fibers Yarn",96406.3263195572
2018,11,"Textiles",1155,"Man-made staple fibres",115512,"Synthetic Fabrics",33360282.013740353
2018,11,"Textiles",1155,"Man-made staple fibres",115513,"Light Synthetic Cotton Fabrics",1417183.1351553507
2018,11,"Textiles",1155,"Man-made staple fibres",115514,"Heavy Synthetic Cotton Fabrics",3241031.4192103376
2018,11,"Textiles",1155,"Man-made staple fibres",115515,"Other Synthetic Fabrics",25172868.27325081
2018,11,"Textiles",1155,"Man-made staple fibres",115516,"Woven Fabric of Synthetic Staple Fibers",8766164.147848608
2018,11,"Textiles",1156,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",115601,"Wadding",18527761.582610272
2018,11,"Textiles",1156,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",115602,"Felt",3275887.40115885
2018,11,"Textiles",1156,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",115603,"Non-woven Textiles",73918075.6348432
2018,11,"Textiles",1156,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",115604,"Rubber Textiles",230690.12303456
2018,11,"Textiles",1156,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",115605,"Metallic Yarn",373533.019046044
2018,11,"Textiles",1156,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",115606,"Gimp Yarn",402464.024789983
2018,11,"Textiles",1156,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",115607,"Twine and Rope",12738861.03314764
2018,11,"Textiles",1156,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",115608,"Netting",1362861.567938913
2018,11,"Textiles",1156,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",115609,"Other Articles of Twine and Rope",461234.093266198
2018,11,"Textiles",1157,"Carpets and other textile floor coverings",115702,"Hand-Woven Rugs",130109.22194040826
2018,11,"Textiles",1157,"Carpets and other textile floor coverings",115703,"Tufted Carpets",11370019.36654081
2018,11,"Textiles",1157,"Carpets and other textile floor coverings",115704,"Felt Carpets",15510
2018,11,"Textiles",1157,"Carpets and other textile floor coverings",115705,"Other Carpets",37213.387162407606
2018,11,"Textiles",1158,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",115801,"Woven Fabrics",22578499.69251908
2018,11,"Textiles",1158,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",115802,"Terry Fabric",441265.3418969985
2018,11,"Textiles",1158,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",115803,"Gauze",38818.8870856333
2018,11,"Textiles",1158,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",115804,"Tulles and Net Fabric",8712405.609007662
2018,11,"Textiles",1158,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",115806,"Narrow Woven Fabric",5410706.297980434
2018,11,"Textiles",1158,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",115807,"Labels",4239858.85563452
2018,11,"Textiles",1158,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",115808,"Ornamental Trimmings",639388.6860898607
2018,11,"Textiles",1158,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",115809,"Metallic Fabric",76775.91637524251
2018,11,"Textiles",1158,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",115810,"Embroidery",2416267.1219638316
2018,11,"Textiles",1158,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",115811,"Quilted Textiles",409409.59152682003
2018,11,"Textiles",1159,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",115901,"Gum Coated Textile Fabric",184174.11513067488
2018,11,"Textiles",1159,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",115902,"Polyamide Fabric",7331819.23926772
2018,11,"Textiles",1159,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",115903,"Plastic Coated Textile Fabric",121712255.61126103
2018,11,"Textiles",1159,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",115904,"Linoleum",37094
2018,11,"Textiles",1159,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",115905,"Textile Wall Coverings",139083.35725908703
2018,11,"Textiles",1159,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",115906,"Rubber Textile Fabric",9735208.27944972
2018,11,"Textiles",1159,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",115907,"Coated Textile Fabric",7592850.62698614
2018,11,"Textiles",1159,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",115908,"Textile Wicks",124186.888763923
2018,11,"Textiles",1159,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",115909,"Hose Piping Textiles",17448.789634996298
2018,11,"Textiles",1159,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",115910,"Conveyor Belt Textiles",264005.887729402
2018,11,"Textiles",1159,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",115911,"Technical Use Textiles",14384997.653173584
2018,11,"Textiles",1160,"Fabrics; knitted or crocheted",116001,"Pile Fabric",18018995.41516617
2018,11,"Textiles",1160,"Fabrics; knitted or crocheted",116002,"Light Rubberized Knitted Fabric",226048478.76573887
2018,11,"Textiles",1161,"Apparel and clothing accessories; knitted or crocheted",116101,"Knit Men's Coats",358330.7669962569
2018,11,"Textiles",1161,"Apparel and clothing accessories; knitted or crocheted",116102,"Knit Women's Coats",3444187.415308611
2018,11,"Textiles",1161,"Apparel and clothing accessories; knitted or crocheted",116103,"Knit Men's Suits",3198154.1989356684
2018,11,"Textiles",1161,"Apparel and clothing accessories; knitted or crocheted",116104,"Knit Women's Suits",18937544.272311173
2018,11,"Textiles",1161,"Apparel and clothing accessories; knitted or crocheted",116105,"Knit Men's Shirts",7747568.843855229
2018,11,"Textiles",1161,"Apparel and clothing accessories; knitted or crocheted",116106,"Knit Women's Shirts",7857477.255629691
2018,11,"Textiles",1161,"Apparel and clothing accessories; knitted or crocheted",116107,"Knit Men's Undergarments",1341926.9774858372
2018,11,"Textiles",1161,"Apparel and clothing accessories; knitted or crocheted",116108,"Knit Women's Undergarments",2440572.2114164247
2018,11,"Textiles",1161,"Apparel and clothing accessories; knitted or crocheted",116109,"Knit T-shirts",46599087.5729665
2018,11,"Textiles",1161,"Apparel and clothing accessories; knitted or crocheted",116110,"Knit Sweaters",23072836.35996029
2018,11,"Textiles",1161,"Apparel and clothing accessories; knitted or crocheted",116111,"Knit Babies' Garments",1058940.1648995709
2018,11,"Textiles",1161,"Apparel and clothing accessories; knitted or crocheted",116112,"Knit Active Wear",314757.6377661601
2018,11,"Textiles",1161,"Apparel and clothing accessories; knitted or crocheted",116113,"Garments of Impregnated Fabric",899599.7054489191
2018,11,"Textiles",1161,"Apparel and clothing accessories; knitted or crocheted",116114,"Other Knit Garments",1295426.8470298708
2018,11,"Textiles",1161,"Apparel and clothing accessories; knitted or crocheted",116115,"Knit Socks and Hosiery",5460499.99330434
2018,11,"Textiles",1161,"Apparel and clothing accessories; knitted or crocheted",116116,"Knit Gloves",1372014.5722448246
2018,11,"Textiles",1161,"Apparel and clothing accessories; knitted or crocheted",116117,"Other Knit Clothing Accessories",1492583.295253276
2018,11,"Textiles",1162,"Apparel and clothing accessories; not knitted or crocheted",116201,"Non-Knit Men's Coats",20030996.570990827
2018,11,"Textiles",1162,"Apparel and clothing accessories; not knitted or crocheted",116202,"Non-Knit Women's Coats",19592833.617345553
2018,11,"Textiles",1162,"Apparel and clothing accessories; not knitted or crocheted",116203,"Non-Knit Men's Suits",21819701.901023664
2018,11,"Textiles",1162,"Apparel and clothing accessories; not knitted or crocheted",116204,"Non-Knit Women's Suits",60476218.91932352
2018,11,"Textiles",1162,"Apparel and clothing accessories; not knitted or crocheted",116205,"Non-Knit Men's Shirts",5367111.58363129
2018,11,"Textiles",1162,"Apparel and clothing accessories; not knitted or crocheted",116206,"Non-Knit Women's Shirts",14041578.097503401
2018,11,"Textiles",1162,"Apparel and clothing accessories; not knitted or crocheted",116207,"Non-Knit Men's Undergarments",601177.3848146371
2018,11,"Textiles",1162,"Apparel and clothing accessories; not knitted or crocheted",116208,"Non-Knit Women's Undergarments",1115508.8909367789
2018,11,"Textiles",1162,"Apparel and clothing accessories; not knitted or crocheted",116209,"Non-Knit Babies' Garments",1439864.341683217
2018,11,"Textiles",1162,"Apparel and clothing accessories; not knitted or crocheted",116210,"Felt or Coated Fabric Garments",241431.80865602492
2018,11,"Textiles",1162,"Apparel and clothing accessories; not knitted or crocheted",116211,"Non-Knit Active Wear",16418573.119111711
2018,11,"Textiles",1162,"Apparel and clothing accessories; not knitted or crocheted",116212,"Other Women's Undergarments",4355899.847289693
2018,11,"Textiles",1162,"Apparel and clothing accessories; not knitted or crocheted",116213,"Handkerchiefs",49530.91198740231
2018,11,"Textiles",1162,"Apparel and clothing accessories; not knitted or crocheted",116214,"Scarves",249525.47179874973
2018,11,"Textiles",1162,"Apparel and clothing accessories; not knitted or crocheted",116215,"Neck Ties",73147.77907839054
2018,11,"Textiles",1162,"Apparel and clothing accessories; not knitted or crocheted",116216,"Non-Knit Gloves",390977.69424254
2018,11,"Textiles",1162,"Apparel and clothing accessories; not knitted or crocheted",116217,"Other Non-Knit Clothing Accessories",44541844.233715095
2018,11,"Textiles",1163,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",116301,"Blankets",868537.5555065593
2018,11,"Textiles",1163,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",116302,"House Linens",1491709.815208418
2018,11,"Textiles",1163,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",116303,"Window Dressings",2846282.532503387
2018,11,"Textiles",1163,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",116304,"Bedspreads",186545.766649441
2018,11,"Textiles",1163,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",116305,"Packing Bags",1975663.0178487261
2018,11,"Textiles",1163,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",116306,"Awnings, Tents, and Sails",123656.8632101765
2018,11,"Textiles",1163,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",116307,"Other Cloth Articles",22186437.03644951
2018,11,"Textiles",1163,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",116309,"Used Clothing",413790
2018,12,"Footwear and Headwear",1264,"Footwear; gaiters and the like; parts of such articles",126401,"Waterproof Footwear",113318.98782235231
2018,12,"Footwear and Headwear",1264,"Footwear; gaiters and the like; parts of such articles",126402,"Rubber Footwear",27914324.73922322
2018,12,"Footwear and Headwear",1264,"Footwear; gaiters and the like; parts of such articles",126403,"Leather Footwear",18054582.643442787
2018,12,"Footwear and Headwear",1264,"Footwear; gaiters and the like; parts of such articles",126404,"Textile Footwear",17938695.66726702
2018,12,"Footwear and Headwear",1264,"Footwear; gaiters and the like; parts of such articles",126405,"Other Footwear",1813279.6463330067
2018,12,"Footwear and Headwear",1264,"Footwear; gaiters and the like; parts of such articles",126406,"Footwear Parts",71403467.5958924
2018,12,"Footwear and Headwear",1265,"Headgear and parts thereof",126504,"Hats",4535.893934353169
2018,12,"Footwear and Headwear",1265,"Headgear and parts thereof",126505,"Knitted Hats",10969211.840181401
2018,12,"Footwear and Headwear",1265,"Headgear and parts thereof",126506,"Other Headwear",1136097.495787316
2018,12,"Footwear and Headwear",1265,"Headgear and parts thereof",126507,"Headbands and Linings",2155956.33670074
2018,12,"Footwear and Headwear",1266,"Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops; and parts thereof",126601,"Umbrellas",180396.6696068216
2018,12,"Footwear and Headwear",1266,"Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops; and parts thereof",126603,"Umbrella and Walking Stick Accessories",1076.3186778657198
2018,12,"Footwear and Headwear",1267,"Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair",126702,"Artificial Vegetation",72894.66944506479
2018,12,"Footwear and Headwear",1267,"Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair",126703,"Processed Hair",3093327.6080986997
2018,12,"Footwear and Headwear",1267,"Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair",126704,"Fake Hair",2945774.395256417
2018,13,"Stone And Glass",1368,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",136802,"Building Stone",185595.93442218332
2018,13,"Stone And Glass",1368,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",136803,"Slate",21163
2018,13,"Stone And Glass",1368,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",136804,"Milling Stones",38777463.605327435
2018,13,"Stone And Glass",1368,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",136805,"Abrasive Powder",26719456.075092085
2018,13,"Stone And Glass",1368,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",136806,"Rock Wool",13863447.79623438
2018,13,"Stone And Glass",1368,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",136807,"Asphalt",189277.29924730046
2018,13,"Stone And Glass",1368,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",136808,"Vegetable Fiber",45969.8815955152
2018,13,"Stone And Glass",1368,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",136809,"Plaster Articles",177905.84087112025
2018,13,"Stone And Glass",1368,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",136810,"Cement Articles",5138900.983544719
2018,13,"Stone And Glass",1368,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",136811,"Asbestos Cement Articles",8036.6052767795
2018,13,"Stone And Glass",1368,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",136812,"Asbestos Fibres",103442.15347031096
2018,13,"Stone And Glass",1368,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",136813,"Friction Material",6433156.35876609
2018,13,"Stone And Glass",1368,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",136814,"Mica",47014.951474704896
2018,13,"Stone And Glass",1368,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",136815,"Other Stone Articles",51953238.707413584
2018,13,"Stone And Glass",1369,"Ceramic products",136901,"Bricks",1183.7200672860702
2018,13,"Stone And Glass",1369,"Ceramic products",136902,"Refractory Bricks",3213847.976450896
2018,13,"Stone And Glass",1369,"Ceramic products",136903,"Refractory Ceramics",11186803.487855641
2018,13,"Stone And Glass",1369,"Ceramic products",136904,"Ceramic Bricks",26156.372245722603
2018,13,"Stone And Glass",1369,"Ceramic products",136906,"Ceramic Pipes",20729.251553047798
2018,13,"Stone And Glass",1369,"Ceramic products",136907,"Unglazed Ceramics",46145.612496574795
2018,13,"Stone And Glass",1369,"Ceramic products",136909,"Laboratory Ceramic Ware",110885703.62966737
2018,13,"Stone And Glass",1369,"Ceramic products",136910,"Bathroom Ceramics",845615.379687906
2018,13,"Stone And Glass",1369,"Ceramic products",136911,"Porcelain Tableware",1503397.4019698168
2018,13,"Stone And Glass",1369,"Ceramic products",136912,"Ceramic Tableware",1235203.51929236
2018,13,"Stone And Glass",1369,"Ceramic products",136913,"Ornamental Ceramics",36727.58883973125
2018,13,"Stone And Glass",1369,"Ceramic products",136914,"Other Ceramic Articles",6214972.77856782
2018,13,"Stone And Glass",1370,"Glass and glassware",137001,"Glass Scraps",96285.437732131
2018,13,"Stone And Glass",1370,"Glass and glassware",137002,"Glass Balls",855131.8296507853
2018,13,"Stone And Glass",1370,"Glass and glassware",137003,"Cast or Rolled Glass",144218709.0220283
2018,13,"Stone And Glass",1370,"Glass and glassware",137004,"Blown Glass",1435644.449486038
2018,13,"Stone And Glass",1370,"Glass and glassware",137005,"Float Glass",87510162.30434303
2018,13,"Stone And Glass",1370,"Glass and glassware",137006,"Glass with Edge Workings",242393721.086705
2018,13,"Stone And Glass",1370,"Glass and glassware",137007,"Safety Glass",10710701.917805348
2018,13,"Stone And Glass",1370,"Glass and glassware",137008,"Insulating Glass",299926
2018,13,"Stone And Glass",1370,"Glass and glassware",137009,"Glass Mirrors",2940391.197174463
2018,13,"Stone And Glass",1370,"Glass and glassware",137010,"Glass Bottles",2479905.3344849
2018,13,"Stone And Glass",1370,"Glass and glassware",137011,"Glass Bulbs",23889.5375354749
2018,13,"Stone And Glass",1370,"Glass and glassware",137013,"Interior Decorative Glassware",3584932.585263916
2018,13,"Stone And Glass",1370,"Glass and glassware",137014,"Signaling Glassware",2130219.09627464
2018,13,"Stone And Glass",1370,"Glass and glassware",137015,"Eyewear and Clock Glass",2701.8653497150203
2018,13,"Stone And Glass",1370,"Glass and glassware",137016,"Glass Bricks",2397.26662209084
2018,13,"Stone And Glass",1370,"Glass and glassware",137017,"Laboratory Glassware",112029.47707299469
2018,13,"Stone And Glass",1370,"Glass and glassware",137018,"Glass Beads",810964.7434708653
2018,13,"Stone And Glass",1370,"Glass and glassware",137019,"Glass Fibers",25941730.09829034
2018,13,"Stone And Glass",1370,"Glass and glassware",137020,"Other Glass Articles",52991059
2018,14,"Precious Metals",1471,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",147103,"Precious Stones",8425865.0215423
2018,14,"Precious Metals",1471,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",147104,"Synthetic Reconstructed Jewellery Stones",3493971.71946456
2018,14,"Precious Metals",1471,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",147105,"Precious Stone Dust",5697954.1952438615
2018,14,"Precious Metals",1471,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",147106,"Silver",31837587.28620866
2018,14,"Precious Metals",1471,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",147107,"Silver Clad Metals",505446.91406079003
2018,14,"Precious Metals",1471,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",147108,"Gold",130259190.85063529
2018,14,"Precious Metals",1471,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",147109,"Gold Clad Metals",16940
2018,14,"Precious Metals",1471,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",147110,"Platinum",3091090.0883759507
2018,14,"Precious Metals",1471,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",147111,"Platinum Clad Metals",371011.99999999994
2018,14,"Precious Metals",1471,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",147113,"Jewellery",4307126.0188392615
2018,14,"Precious Metals",1471,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",147114,"Metal-Clad Products",20714.000000000004
2018,14,"Precious Metals",1471,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",147115,"Other Precious Metal Products",884196.9761585719
2018,14,"Precious Metals",1471,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",147116,"Pearl Products",4496066.632582335
2018,14,"Precious Metals",1471,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",147117,"Imitation Jewellery",5225568.679221832
2018,14,"Precious Metals",1471,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",147118,"Coin",851888
2018,15,"Metals",1572,"Iron and steel",157201,"Pig Iron",139608.462805318
2018,15,"Metals",1572,"Iron and steel",157202,"Ferroalloys",60708655.13528941
2018,15,"Metals",1572,"Iron and steel",157203,"Iron Reductions",38476.583692083004
2018,15,"Metals",1572,"Iron and steel",157204,"Scrap Iron",55529622.09453975
2018,15,"Metals",1572,"Iron and steel",157205,"Iron Powder",15425866.51164566
2018,15,"Metals",1572,"Iron and steel",157206,"Iron Ingots",1571.09872076971
2018,15,"Metals",1572,"Iron and steel",157207,"Semi-Finished Iron",1711256.5463377351
2018,15,"Metals",1572,"Iron and steel",157208,"Hot-Rolled Iron",551450028.9329684
2018,15,"Metals",1572,"Iron and steel",157209,"Cold-Rolled Iron",549968582.4384108
2018,15,"Metals",1572,"Iron and steel",157210,"Coated Flat-Rolled Iron",946219454.8868252
2018,15,"Metals",1572,"Iron and steel",157211,"Large Flat-Rolled Iron",33432182.23446012
2018,15,"Metals",1572,"Iron and steel",157212,"Large Coated Flat-Rolled Iron",16849175.827133458
2018,15,"Metals",1572,"Iron and steel",157213,"Hot-Rolled Iron Bars",20693363.998566896
2018,15,"Metals",1572,"Iron and steel",157214,"Raw Iron Bars",3032416.059785732
2018,15,"Metals",1572,"Iron and steel",157215,"Other Iron Bars",14413199.656064995
2018,15,"Metals",1572,"Iron and steel",157216,"Iron Blocks",2604747.9194596526
2018,15,"Metals",1572,"Iron and steel",157217,"Iron Wire",42262382.60377854
2018,15,"Metals",1572,"Iron and steel",157218,"Stainless Steel Ingots",25783272.004354913
2018,15,"Metals",1572,"Iron and steel",157219,"Large Flat-Rolled Stainless Steel",260007138.82209226
2018,15,"Metals",1572,"Iron and steel",157220,"Flat-Rolled Stainless Steel",125016652.57070814
2018,15,"Metals",1572,"Iron and steel",157221,"Hot-Rolled Stainless Steel Bars",34322190.2908732
2018,15,"Metals",1572,"Iron and steel",157222,"Other Stainless Steel Bars",5896817.527285219
2018,15,"Metals",1572,"Iron and steel",157223,"Stainless Steel Wire",33260298.821208403
2018,15,"Metals",1572,"Iron and steel",157224,"Steel Ingots",1210042.616880069
2018,15,"Metals",1572,"Iron and steel",157225,"Flat Flat-Rolled Steel",464140336.24599934
2018,15,"Metals",1572,"Iron and steel",157226,"Flat-Rolled Iron",43923958.346726745
